"SITECODE","AWSNO","SDATE","SHOUR","DRYTMP","NETRAD","RAIN","SOLAR","STMP10","STMP30","WDIR","WETTMP","WSPEED","ALBGRD","ALBSKY","SURWET","SWATER","SWATER_T","DRYTMP_RH","RH","SWATER_VWC","Year"
"T06",1,2001-07-13,21,13,-14.7,0,1.1,16.73,16.21,191.8,12.61,0.9,0,0.4,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-13,22,12.68,-14.5,0,0,16.48,16.23,233.8,12.4,0.25,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-13,23,12.32,-14.9,0,0,16.24,16.23,351.3,12.11,0.33,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-13,24,11.83,-9.5,0,0,15.92,16.21,251.5,11.66,0.24,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-14,1,12.11,-6.7,0.2,0,15.7,16.24,225.2,11.93,0.54,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-14,2,12.25,-6.3,0,0,15.63,16.24,256.2,12.08,0.63,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-14,3,11.27,-13.8,0,0,15.51,16.19,289.4,11.15,0.5,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-14,4,10.39,-10.8,0,0,15.15,16.12,311.3,10.27,0.42,0,0.2,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-14,5,10.82,4.1,0,16.2,14.89,16.05,7.9,10.64,0.72,4,15.6,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-14,6,11.26,43.8,0,87.5,14.91,16.01,42.8,10.73,1.85,22.8,72.6,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-14,7,11.47,110,0,185.4,14.98,15.91,43.7,10.27,2.64,43.1,169.8,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-14,8,12.21,140,0,227.7,15.28,15.87,54,10.43,2.36,54.3,213.9,5.2,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-14,9,12.6,109.3,0,181,15.56,15.84,43.7,10.76,1.63,42.2,175.1,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-14,10,11.13,45.6,5,81.1,15.32,15.78,319.9,10.46,1.39,18.5,82.1,54.7,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-14,11,11.32,108.7,0.4,186.7,15.2,15.82,346.1,10.74,1.72,45.4,188.6,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-14,12,13.3,531.3,0,783,15.62,15.81,6.2,11.94,2.76,168.9,791,15.2,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-14,13,15.36,501.4,0,750,16.68,15.78,340.4,12.62,2.28,166.2,784,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-14,14,16.49,456.7,0,708,17.28,15.78,350.3,12.52,2.03,157.6,719,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-14,15,16.5,325.4,0,536.6,17.64,15.8,348.3,12.06,1.86,119,516.9,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-14,16,16.73,281.9,0,443.2,17.83,15.85,343.1,12.12,1.53,113,474.8,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-14,17,14.64,74.1,0,140.3,17.83,15.93,344.9,11.19,2.06,35.9,148.8,13.3,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-14,18,14.07,51.6,0,116.7,17.47,15.96,298.2,11.95,0.8,28.1,116.2,26.2,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-14,19,15.75,90.2,0,189.6,17.23,16.05,278.7,12,1.3,60.1,209.1,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-14,20,13.72,-21.5,0,46.5,16.95,16.15,257.7,11.11,1.38,11.9,42.2,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-14,21,11.77,-31.9,0,0.2,16.46,16.12,253.2,10.36,0.84,0,1,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-14,22,11.79,-23,0,0,16.1,16.16,282.5,10.27,0.84,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-14,23,10.69,-43.7,0,0,15.85,16.16,298.6,9.61,0.84,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-14,24,9.69,-35,0,0,15.51,16.21,255.8,9.07,0.63,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-15,1,8.53,-19.5,0,0,15.11,16.15,238.9,8.19,0.5,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-15,2,8.51,-18.2,0,0,14.82,16.12,259.3,8.21,0.74,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-15,3,7.93,-14.9,0,0,14.44,16,259.1,7.62,0.6,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-15,4,7.49,-14.5,0,0,14.2,15.97,266,7.18,0.63,0,0.5,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-15,5,7.56,10.6,0,33.6,13.94,15.9,276.7,7.17,0.67,10.5,13.9,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-15,6,9.56,103.6,0,156.9,13.82,15.8,291.6,8.61,1.01,51,103.5,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-15,7,11.94,208.4,0,324.3,13.86,15.72,303.6,9.91,1.48,87.5,241.7,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-15,8,14.07,283.4,0,424.2,14.12,15.65,309.7,10.6,1.4,117.9,393.2,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-15,9,15.94,387.1,0,554.5,14.5,15.6,272.8,11.45,1.53,141.8,551.2,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-15,10,16.61,416.6,0,625.5,15.06,15.52,277.7,11.85,2.14,143.3,619.1,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-15,11,16.23,306.9,0,481.9,15.72,15.43,307,11.6,1.92,106.6,474.8,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-15,12,17.43,345.6,0,533,16.19,15.41,292.7,12.09,1.78,118.9,544.1,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-15,13,16.74,232.6,0,373,16.54,15.41,317.1,11.94,1.68,86,384.6,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-15,14,16.79,146.7,0,255,16.63,15.46,266.7,11.98,1.53,61.5,258.2,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-15,15,17.11,175.1,0,293.6,16.61,15.53,271.2,12.12,1.55,70.3,298.1,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-15,16,17.58,188.7,0,317.7,16.74,15.59,281.6,12.33,1.33,76.4,322.1,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-15,17,18.39,211.2,0,337.8,16.86,15.66,233.5,12.98,1.18,89.9,366.9,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-15,18,16.73,49.9,0,115.4,16.86,15.74,242.7,12.42,0.95,28.3,117.1,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-15,19,17.38,92.6,0,184.6,16.63,15.77,249.1,12.62,1.02,58.7,206.2,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-15,20,16.08,9.5,0,79.6,16.54,15.81,298.8,12.03,0.57,22.9,73.6,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-15,21,13.22,-36.6,0,0,16.18,15.8,282.7,11.16,0.47,0,1.9,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-15,22,11.43,-38.9,0,0,15.69,15.8,266.7,9.93,0.58,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-15,23,9.99,-35.6,0,0,15.25,15.8,291.1,8.94,0.9,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-15,24,9.27,-30.9,0,0,14.88,15.82,290.1,8.41,0.98,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-16,1,8.3,-27.5,0,0,14.53,15.79,307.1,7.7,0.59,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-16,2,8.03,-20,0,0,14.24,15.73,288.3,7.4,0.74,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-16,3,7.48,-16.6,0,0,13.93,15.64,277.2,7.01,0.61,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-16,4,6.67,-17.5,0,0,13.71,15.59,269.6,6.32,0.59,0,0.3,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-16,5,7.08,2.1,0,21.4,13.46,15.53,270.9,6.68,0.57,5,15.1,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-16,6,9.24,63.5,0,111.5,13.43,15.47,307.5,8.56,0.26,32.5,76.9,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-16,7,12.91,184.8,0,247,13.53,15.34,333.3,11.2,0.81,78.4,228.6,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-16,8,16.41,263.8,0,364.3,13.89,15.31,26.1,12.52,0.82,110.4,371,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-16,9,17.52,310.7,0,455.4,14.35,15.23,14.2,12.87,1.06,114.8,451.8,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-16,10,18.22,339.3,0,503.5,15.1,15.15,22.9,13.31,1.43,123.4,510.5,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-16,11,16.42,89,0,158.9,15.51,15.1,316.8,12.31,1.05,40.3,166,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-16,12,18.79,385.1,0,583.9,15.66,15.12,12.6,13.2,1.31,131.2,598.2,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-16,13,16.84,22.4,0,61.1,16.12,15.18,317.3,12.49,0.58,16.2,65.2,19.2,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-16,14,16.4,62.4,0,122.2,15.96,15.17,8.2,12.86,0.52,31.1,129.3,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-16,15,18.24,183,0,306.3,16.01,15.22,76.8,13.09,1.01,73.9,311.5,2.2,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-16,16,19.09,175.9,0,304.6,16.33,15.3,355.6,13.24,0.86,71.5,307.2,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-16,17,19.82,189,0,313.6,16.5,15.35,162.3,13.7,0.61,82.5,339,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-16,18,20.48,221.6,0,363.4,16.54,15.39,261.1,13.61,1.25,107.2,407.9,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-16,19,17.1,38.6,0,117.9,16.55,15.4,101.3,13.09,1.84,31,117.9,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-16,20,16.27,-5.2,0,18.6,16.34,15.43,83.6,13.36,1.11,4.9,21.2,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-16,21,14.89,-31.4,0,0,16.12,15.47,99,12.68,1.39,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-16,22,12.85,-44.6,0,0,15.73,15.48,102.7,11.33,0.88,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-16,23,11.17,-34.2,0,0,15.27,15.52,122.1,10.22,0.41,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-16,24,10.08,-23.5,0,0,14.86,15.54,200.9,9.19,0.25,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-17,1,9.71,-24.2,0,0,14.5,15.51,124.4,8.49,0.63,0,0,47.8,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-17,2,8.95,-24.6,0,0,14.21,15.49,127.6,7.93,0.55,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-17,3,8.63,-23,0,0,13.87,15.42,104.5,7.76,0.72,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-17,4,8.42,-15.7,0,0,13.62,15.36,82.1,7.83,0.42,0,0.5,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-17,5,9.12,8.7,0,31.1,13.41,15.28,95.4,8.51,0.89,9.2,25.9,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-17,6,11.15,50.3,0,94.4,13.44,15.22,104.2,10.51,1.7,24.3,84.5,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-17,7,12.91,75.3,0,138.4,13.71,15.15,112.5,11.8,2.17,33.2,136.7,3.5,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-17,8,15.24,189,0,290,14.06,15.07,114.9,12.96,2.69,78.5,295.6,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-17,9,18.56,323.6,0,485.6,14.6,15.06,124.8,14.31,3.48,125.6,480,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-17,10,20.09,375.5,0,591.8,15.26,15.01,131.2,14.41,4.17,137.7,565,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-17,11,19.42,210.8,0,347.3,15.83,14.98,136.1,13.8,4.59,80.5,336.6,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-17,12,18.92,106.9,0,187.7,15.94,14.98,138.7,13.21,4.17,44.5,190.7,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-17,13,18.47,109,0,193.4,15.93,14.99,119.7,13.87,3.75,45.8,198.6,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-17,14,15.61,51.3,0.8,100.5,15.93,15.01,115.9,14.08,3.66,23.1,102.5,56.5,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-17,15,14.82,86.7,0.6,156.1,15.79,15.04,115.8,13.92,3.34,35.7,158,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-17,16,14.52,54.8,1.6,98.5,15.84,15.1,108,13.96,3.56,21.8,98.2,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-17,17,14.11,37.8,1.4,70.5,15.79,15.13,111.1,13.58,4.01,15.1,68.6,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-17,18,13.37,5,0.6,16.6,15.65,15.16,110.9,12.83,3.96,2.7,14,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-17,19,13.35,2.2,4.8,8,15.42,15.21,108.2,12.99,3.75,0.9,6.6,59.8,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-17,20,13.8,-1,1.4,4.3,15.23,15.23,106,13.42,4.15,0.1,3,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-17,21,13.95,-2.7,5.6,0.6,15.13,15.23,107.8,13.6,4.16,0,0,43.5,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-17,22,14.15,-3.2,1.2,0.6,15.08,15.24,110.7,13.84,2.87,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-17,23,14.21,-3.6,0.6,0.6,15.07,15.21,148.2,13.97,1.02,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-17,24,14.16,-4.3,0,0.4,15.06,15.2,177.3,13.95,0.84,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-18,1,14.05,-5.3,0,0.5,15.07,15.21,207.6,13.8,1.06,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-18,2,13.75,-7,0,0.4,15.03,15.22,224,13.52,1.28,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-18,3,13.65,-4.4,0,0.6,14.98,15.18,215.7,13.42,0.98,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-18,4,13.28,-11.1,0,0.5,14.95,15.17,229.2,13.02,1.29,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-18,5,12.94,-9.2,0,11.1,14.86,15.16,221.5,12.66,1,1.3,7.2,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-18,6,13.23,22.8,0,58.9,14.79,15.18,213.9,12.93,0.84,12.9,47.9,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-18,7,13.99,62.7,0,111.3,14.82,15.18,219.6,13.52,1.13,26.1,106.5,57.8,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-18,8,14.62,103.6,0,175.7,14.96,15.12,204.3,13.69,1.45,42.3,168.4,0.2,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-18,9,16.08,198,0,310.4,15.19,15.13,217.5,14.17,1.45,75.7,303.1,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-18,10,17.01,252.5,0,387.1,15.49,15.11,70.8,14.32,0.88,93.3,384.9,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-18,11,17.72,312.4,0,465.6,15.86,15.08,61.7,14.54,1.21,110.2,464,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-18,12,18.86,391.1,0,568.5,16.33,15.13,65.4,14.95,1.39,133.3,586.8,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-18,13,18.35,173.1,0,276.6,16.81,15.2,56.7,14.44,2.08,67.2,283.1,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-18,14,18.29,214.9,0,339.9,16.91,15.21,45.9,14.56,1.89,80.4,343,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-18,15,18.83,207.9,0,325.6,17.16,15.28,28.2,14.75,2.17,79,331.8,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-18,16,19.19,292.5,0,437,17.29,15.31,356.6,15.35,2.19,109.4,467.6,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-18,17,18.32,161.1,0,266.6,17.57,15.42,359.1,15.05,2.08,61.6,263.6,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-18,18,16.53,44.8,0,91.6,17.52,15.46,2.1,14.51,2.53,20.2,87.5,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-18,19,15.08,21,0,49,17.29,15.55,15.3,14.19,3.74,11.2,48.6,39,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-18,20,14.08,-2.6,1.4,6.2,16.98,15.58,12,13.51,3.9,0.4,4.3,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-18,21,13.85,-7.6,0,1.6,16.74,15.66,2,13.11,3.13,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-18,22,13.45,-5.9,0.2,0.3,16.52,15.72,349.9,12.87,2.99,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-18,23,13.3,-5.4,0.2,1.2,16.33,15.75,354.1,12.81,3.15,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-18,24,13.21,-4.3,0,1.3,16.17,15.76,2.2,12.8,3.14,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-19,1,12.97,-4.2,1.6,1.1,16.03,15.76,9.5,12.59,3.42,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-19,2,12.75,-4.6,0,1.3,15.93,15.8,4.1,12.36,2.75,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-19,3,12.86,-5.5,0.4,0.9,15.83,15.82,3,12.4,2.67,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-19,4,12.66,-5.5,0.2,1.1,15.71,15.83,350.7,12.2,2.83,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-19,5,12.41,-4.3,0.2,2.9,15.64,15.78,342.1,11.87,2.68,0,1,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-19,6,12.2,5,0.6,16.6,15.55,15.76,347.2,11.78,2.83,2.8,15,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-19,7,12.34,7,0,22.3,15.45,15.76,348.5,11.71,2.86,4.1,20.3,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-19,8,12.27,25.7,0,50.6,15.39,15.72,343.8,11.73,2.91,10.5,48.6,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-19,9,12.51,45.7,0.2,83.2,15.39,15.67,338.8,11.94,2.9,18,80.2,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-19,10,12.69,79.2,0,137,15.44,15.65,330.4,11.97,2.51,30.9,132.9,58.8,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-19,11,14.29,144.3,0,238.2,15.56,15.64,335.6,12.92,2.47,54.9,227.2,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-19,12,14.26,77.3,0,138.8,15.71,15.6,335.9,12.73,3.2,32.8,137.8,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-19,13,15.08,190.9,0,305.5,15.81,15.56,325.8,13.46,2.84,71.6,298.2,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-19,14,15.22,133.1,0,222.4,16.03,15.58,324.1,13.33,3.11,53.6,222.4,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-19,15,15.5,223.4,0,356.7,16.15,15.56,324.5,13.73,3.01,83.9,351.7,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-19,16,16,147.7,0,237.7,16.37,15.56,334.3,13.31,3.28,56.6,236.3,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-19,17,15.39,83.7,0,146.6,16.41,15.59,337.3,12.84,3.13,34.9,145.5,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-19,18,14.46,30.5,0,63.5,16.29,15.61,342.6,12.29,3.07,14.9,63.6,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-19,19,13.73,8.7,0,26.7,16.15,15.61,341.2,11.75,3.19,5.6,25.8,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-19,20,13.33,-3.5,0,10.7,15.95,15.62,336.6,11.45,2.4,2,10,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-19,21,12.98,-14.3,0,0.4,15.77,15.62,332,10.99,2.18,0,0.5,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-19,22,12.72,-22.4,0,0,15.58,15.65,330,10.62,2.04,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-19,23,12.25,-26.5,0,0,15.43,15.7,315.7,10.59,1.8,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-19,24,11.93,-19.7,0,0,15.28,15.71,308.3,10.61,1.54,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-20,1,11.29,-27.7,0,0,15.14,15.66,301.4,10.3,1.64,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-20,2,10.5,-29.4,0,0,14.93,15.6,291,9.84,1.62,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-20,3,10.41,-26.3,0,0,14.79,15.56,297.3,9.86,1.55,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-20,4,9.8,-33.3,0,0,14.65,15.52,291.6,9.34,1.16,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-20,5,9.21,-5.2,0,19.9,14.45,15.51,285.2,8.85,1.12,4.5,11.3,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-20,6,10.25,49.5,0,91.5,14.29,15.45,291.3,9.73,1.33,23.7,69.3,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-20,7,11.73,106.4,0,162.9,14.39,15.43,301.1,10.74,1.89,44.2,158.2,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-20,8,14.87,271.7,0,364.9,14.57,15.39,321.8,11.94,1.7,113.5,375.6,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-20,9,16.72,371.4,0,550.5,14.89,15.35,325.9,12.89,1.51,138.3,527,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-20,10,17.5,392,0,610.4,15.34,15.31,291.9,13.33,1.62,136.1,571.8,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-20,11,19.26,546.1,0,807,15.95,15.29,274.7,14.32,1.97,179.1,808,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-20,12,18.48,259.3,0,405.1,16.61,15.32,267.7,13.78,1.82,94.8,406.1,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-20,13,19.44,326.7,0,504.1,16.87,15.29,244.9,14.31,1.97,117.5,523.8,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-20,14,19.89,313.9,0,492.1,17.04,15.33,231.7,14.45,2.34,115.1,508,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-20,15,19.59,207.6,0,353.5,17.14,15.4,227,14.26,2.63,83.5,353.8,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-20,16,18.5,126.4,0,228.8,17.15,15.45,235.8,13.65,2.75,56.9,238.9,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-20,17,18.36,143,0,244.9,17.09,15.54,229.5,13.93,2.82,62,255.3,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-20,18,17.7,125,0,231.4,17.06,15.65,229.4,13.34,3.22,58.4,233.5,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-20,19,15.95,20,0,64.3,16.89,15.7,226.4,12.16,2.51,14,61.9,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-20,20,14.24,-11.9,0,7.2,16.58,15.71,229.6,12.06,2.63,1.4,7.6,40,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-20,21,12.89,-11.3,0.2,0,16.28,15.73,219.4,11.98,1.74,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-20,22,11.56,-9.3,0.4,0,16.08,15.75,200.9,10.63,1.98,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-20,23,11.56,-5.7,0.4,0.4,15.87,15.76,187.3,11.21,2.16,0,0,58,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-20,24,12.23,-6,0,0.6,15.73,15.77,188.9,11.87,2.53,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-21,1,12.84,-4.5,0.2,0,15.66,15.8,190.6,12.48,2.48,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-21,2,13.32,-3.7,0,0.2,15.59,15.81,196.6,13.02,2.79,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-21,3,13.65,-2.8,0.2,0.4,15.56,15.8,204.9,13.41,2.15,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-21,4,14.01,-2.3,0,0.5,15.55,15.75,211.4,13.8,1.64,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-21,5,14.34,0.7,0.2,4.6,15.54,15.71,221.7,14.16,1.42,0.3,3.7,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-21,6,14.85,11.8,0,24.2,15.51,15.66,226.9,14.67,1.2,4.7,23.6,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-21,7,15.22,23.4,0,48.6,15.54,15.64,246.2,15.01,1.06,10.3,48.3,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-21,8,15.64,98.2,0,168.5,15.61,15.61,245.2,14.91,1.75,38.5,164,32.8,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-21,9,16.5,210.6,0,336.7,15.84,15.62,252.6,14.9,2.71,77.8,324.9,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-21,10,17.66,281.5,0,440.3,16.13,15.62,249.3,14.97,2.95,99.3,424.4,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-21,11,19.42,407.4,0,616.1,16.52,15.59,248.5,15.41,3.1,133.7,602.7,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-07-21,12,19.84,279.1,0,424.8,17.09,15.65,239.6,15.57,3.12,95.6,426.9,0,NA,NA,NA,NA,NA,2001
