"SITECODE","AWSNO","SDATE","SHOUR","DRYTMP","NETRAD","RAIN","SOLAR","STMP10","STMP30","WDIR","WETTMP","WSPEED","ALBGRD","ALBSKY","SURWET","SWATER","SWATER_T","DRYTMP_RH","RH","SWATER_VWC","Year"
"T06",1,2001-01-08,20,4.07,-43.2,0,0,3.88,4.83,236.4,3.19,2,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-08,21,2.86,-42,0.2,0,3.66,4.83,237.1,2.19,1.23,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-08,22,2.34,-42.9,0,0,3.46,4.85,251.7,1.6,1.25,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-08,23,1.02,-41.4,0.2,0,3.28,4.83,239.8,0.54,0.97,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-08,24,0.68,-30.1,0,0,3.01,4.83,249.3,0.28,1.05,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-09,1,0.32,-25,0,0,2.88,4.83,242.2,-0.02,1.02,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-09,2,0.21,-19.6,0,0,2.74,4.87,258,-0.11,1.17,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-09,3,0.03,-17.8,0,0,2.62,4.87,257.6,-0.28,1.01,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-09,4,-0.3,-12.9,0,0,2.56,4.81,261,-0.53,0.68,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-09,5,-0.27,-10.5,0,0,2.53,4.77,258.7,-0.51,0.76,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-09,6,-0.52,-13.2,0,0,2.5,4.75,218.3,-0.75,0.79,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-09,7,-0.94,-12.6,0,0,2.44,4.7,215.1,-1.12,0.66,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-09,8,-0.95,-7.9,0,0,2.35,4.71,216.9,-1.09,0.36,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-09,9,-0.87,5.5,0,16.7,2.29,4.65,305.7,-0.18,0.13,4.1,16.7,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-09,10,-0.17,40.4,0,74.9,2.36,4.61,192.8,-0.16,0.15,19.2,69.5,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-09,11,0.71,81.5,0,138.6,2.58,4.58,202.9,-0.14,0.3,33.2,123.4,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-09,12,2.52,124.4,11.4,231.4,2.84,4.6,211.3,1.33,0.36,53.4,204.1,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-09,13,3.91,125.7,5.8,249.5,3.04,4.57,83.1,2.48,1.22,54.3,221,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-09,14,4.14,61.5,0.8,159.1,3.17,4.57,73.4,2.73,1.4,31.9,141.5,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-09,15,3.54,-3.3,0.2,69.1,3.16,4.52,68.4,2.32,1.25,13.4,61.7,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-09,16,2.69,-31.7,0,21.3,3.09,4.48,58.8,1.76,0.9,4.2,20.7,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-09,17,1.84,-41.3,0,0,2.91,4.46,70.1,1.12,0.77,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-09,18,1.5,-36.2,0,0,2.78,4.44,61.7,0.86,0.85,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-09,19,1.35,-31.3,0,0,2.65,4.4,59.1,0.8,1.04,0,0,5.8,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-09,20,1.05,-41.3,0,0,2.54,4.41,56.1,0.56,1.05,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-09,21,0.73,-27.1,0,0,2.49,4.44,48.3,0.31,0.91,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-09,22,0.89,-24.2,0,0,2.47,4.46,61.5,0.44,0.92,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-09,23,1.03,-27.8,0,0,2.45,4.44,69.7,0.45,1.27,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-09,24,1.3,-23.4,0,0,2.41,4.44,52.5,0.72,2.4,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-10,1,1.62,-20.5,0,0,2.42,4.44,57.2,1.1,2.38,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-10,2,1.84,-25.2,0,0,2.44,4.41,50.7,1.37,2.88,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-10,3,1.9,-32.3,0,0,2.42,4.37,46.5,1.47,3.28,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-10,4,2,-29.1,0.4,0,2.38,4.32,47.8,1.55,3.43,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-10,5,2.33,-26.6,0.2,0,2.41,4.3,44.8,1.75,3.91,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-10,6,2.46,-23.2,0.2,0,2.44,4.28,47.1,1.88,4.1,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-10,7,2.57,-22.7,0.4,0,2.48,4.28,47.5,1.95,3.95,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-10,8,2.84,-20.2,0.4,0,2.52,4.26,49.7,2.17,3.62,0,0,15.3,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-10,9,3.08,-10.7,0.2,10.4,2.62,4.26,46.3,2.33,4.24,2.1,10.3,37.7,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-10,10,3.33,5.1,0.2,35.9,2.73,4.26,46.1,2.54,4.72,7.1,34.7,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-10,11,3.63,24.9,0,49.1,2.91,4.28,42.2,2.82,4.3,10.4,49.6,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-10,12,4.1,28.3,0,51.8,3.12,4.28,44.8,3.21,5.14,11.3,52.9,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-10,13,4.42,23.9,0,46.7,3.26,4.23,44.1,3.44,5.2,9.8,46.4,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-10,14,4.64,32,0,65.3,3.39,4.21,40.1,3.56,5.93,14.3,64.4,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-10,15,4.76,6.5,0,26,3.5,4.23,39.8,3.55,5.95,4.7,22.8,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-10,16,4.74,-4,0,9.4,3.5,4.25,41.4,3.44,5.86,1.6,8.2,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-10,17,4.61,-9.2,0,0,3.49,4.28,40.4,3.28,6,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-10,18,4.37,-17.4,0,0,3.45,4.3,36.1,3.24,5.48,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-10,19,4.07,-10.3,0,0,3.42,4.3,30.2,3.08,5.67,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-10,20,3.99,-10.7,0,0,3.41,4.3,31.2,2.95,5.7,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-10,21,3.89,-20,0,0,3.38,4.3,31.2,2.86,5.65,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-10,22,3.76,-25,0,0,3.3,4.31,30.8,2.81,5.16,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-10,23,3.22,-49.6,0,0,3.22,4.31,28.4,2.3,5.16,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-10,24,3.09,-42.2,0,0,3.11,4.35,29.1,2.13,5.4,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-11,1,2.65,-56.7,0,0,2.97,4.38,29,1.73,5.21,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-11,2,2.39,-56.7,0,0,2.85,4.35,29.3,1.56,5.24,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-11,3,2.35,-56.5,0,0,2.7,4.34,28.4,1.4,5.23,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-11,4,2.45,-56.6,0,0,2.58,4.34,35.9,1.34,5.39,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-11,5,2.49,-56.6,0,0,2.5,4.32,39.9,1.3,6.08,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-11,6,2.61,-55.8,0,0,2.47,4.3,47.1,1.14,6.13,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-11,7,2.77,-32.7,0,0,2.42,4.29,46,0.8,6.72,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-11,8,2.49,-43.5,0,0,2.38,4.29,45.5,0.46,6.42,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-11,9,2.58,0.9,0,17.5,2.35,4.28,45.4,0.81,5.88,3.7,17.2,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-11,10,3.09,55.2,0,126,2.49,4.27,47.8,1.22,6.58,30.1,114.1,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-11,11,3.63,114.8,0,209.6,2.74,4.28,55.2,1.35,6.43,48.7,183.6,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-11,12,3.73,86.8,0,186.5,2.83,4.22,54.3,1.4,6.14,40.9,157.6,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-11,13,3.69,30.9,0,115.8,2.82,4.2,57.7,1.28,5.5,23.8,100.6,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-11,14,3.54,21.8,0,100.3,2.85,4.2,58.3,1.18,4.88,21.3,91.8,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-11,15,3.14,-5.5,0,57.6,2.86,4.19,54.5,0.97,5.05,12.1,53.3,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-11,16,2.41,-32.2,0,15.3,2.7,4.16,47.1,0.37,5.65,3,13.7,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-11,17,2.37,-36,0,8.7,2.71,4.16,50.3,0.26,5.69,1.7,8.4,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-11,18,1.84,-43.4,0,0,2.43,4.18,47.2,-0.41,6.45,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-11,19,1.65,-43.8,0,0,2.21,4.14,48.5,-0.51,6.02,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-11,20,1.68,-44.5,0,0,2.06,4.09,50.1,-0.63,4.97,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-11,21,1.84,-44.1,0,0,1.99,4.08,50.6,-0.06,4.51,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-11,22,1.92,-45.5,0,0,1.95,4.06,55,0.38,4.05,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-11,23,1.9,-43,0,0,1.95,4.03,53.5,0.5,4.16,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-11,24,1.9,-39.5,0,0,1.95,4.01,50,0.62,4.56,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-12,1,1.95,-38.9,0,0,1.95,3.97,50.8,0.84,3.87,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-12,2,2.03,-39.5,0,0,1.96,3.97,49.6,0.97,4.15,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-12,3,2.33,-30.2,0,0,1.99,3.97,51.8,1.22,4.28,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-12,4,2.45,-13.8,0,0,2.05,3.97,48.9,1.37,4.16,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-12,5,2.61,-16.8,0,0,2.15,3.97,51.9,1.53,4.04,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-12,6,2.75,-9.8,0,0,2.25,3.96,51,1.65,3.72,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-12,7,2.98,-8.9,0,0,2.37,3.93,51.4,1.81,3.96,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-12,8,3.11,-14.7,0,0,2.46,3.93,54.8,1.92,3.52,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-12,9,3.03,-23.8,0,14.2,2.48,3.92,53,1.86,3.69,3.3,14.3,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-12,10,3.12,1,0,67.2,2.45,3.92,52,1.87,3.75,14.7,56.8,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-12,11,4.63,52.3,0,104.4,2.57,3.94,64,2.82,3.92,23.7,96,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-12,12,4.89,33,0,64.5,2.88,3.9,72.5,3.01,3.56,14,61.9,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-12,13,5.15,42.5,0,79.8,3.11,3.88,71.2,3.1,4.37,17.4,76.4,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-12,14,5.3,40.5,0,78.5,3.3,3.87,70.1,3.03,4.34,17.1,75,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-12,15,5.38,25,0,56,3.44,3.88,60.7,2.9,4.35,11.8,53.1,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-12,16,5.22,2,0,26.3,3.45,3.92,69.5,2.79,3.9,5.3,24.3,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-12,17,5.01,-12.7,0,2.1,3.35,3.95,64.2,2.68,3.58,0.1,1.4,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-12,18,4.76,-11.1,0,0,3.27,3.97,66.4,2.53,3.45,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-12,19,4.53,-11.6,0,0,3.19,3.98,63.9,2.33,3.86,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-12,20,4.43,-9.9,0,0,3.18,3.98,57.5,2.38,3.31,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-12,21,4.43,-9.1,0,0,3.18,3.98,58.8,2.36,3.11,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-12,22,4.44,-9,0,0,3.18,3.98,73.2,2.39,3.87,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-12,23,4.22,-9.9,0,0,3.16,3.98,81.2,2.14,4.01,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-12,24,3.95,-21,0,0,3.1,3.98,71.6,2.06,2.96,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-13,1,3.63,-22.5,0,0,3,3.99,61,1.95,2.7,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-13,2,3.03,-52.4,0,0,2.9,4,56.9,1.58,2.79,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-13,3,2.13,-60.4,0,0,2.72,4.05,45.4,1.03,3.28,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-13,4,1.57,-55.4,0,0,2.5,4.03,45.1,0.72,3.01,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-13,5,0.85,-54.3,0,0,2.32,3.99,49.7,0.27,1.54,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-13,6,0.49,-40.8,0,0,2.14,4,60.5,0.05,1.35,0,0,39.8,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-13,7,0.99,-36.8,0,0,2.05,4.04,67,0.47,1.62,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-13,8,1.02,-36.1,0,0,1.95,4.02,64.9,0.45,1.42,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-13,9,1.7,-10,0,31.3,1.91,4.02,66.4,1.02,1.53,5.4,19.7,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-13,10,2.8,63,0,148.1,1.93,4.01,73.4,1.67,1.66,32.8,92.5,31.2,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-13,11,4.3,119.7,0,231.9,2.06,3.98,64.1,2.58,1.97,55.6,186,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-13,12,5.38,160.3,0,297.9,2.33,3.98,67,3.08,2.91,68.5,244.4,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-13,13,5.71,168.8,0,307,2.64,3.96,69.5,3.12,3.55,68.9,264.3,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-13,14,5.79,143.8,0,268.4,2.82,3.98,74,2.86,4.39,55.7,242.4,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-13,15,5.84,84.4,0,193.1,2.85,3.95,67.7,2.68,3.63,31.9,178.3,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-13,16,5.13,-10.6,0,89.8,2.81,3.96,61.1,2.15,3.07,8.8,73.7,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-13,17,3.84,-59.4,0,3.2,2.67,3.91,51.5,1.18,2.64,0.2,4.5,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-13,18,2.97,-61.5,0,0,2.46,3.94,50.2,0.55,2.71,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-13,19,2.49,-61.4,0,0,2.26,3.9,51.2,0.22,3.03,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-13,20,2.17,-60.4,0,0,2.12,3.94,53.7,0.17,3.33,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-13,21,1.95,-58.7,0,0,2.01,3.97,51.3,0.35,3.1,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-13,22,1.74,-58.1,0,0,1.9,3.96,52.3,0.58,2.75,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-13,23,1.41,-57,0,0,1.83,3.92,41.5,0.47,2.22,0,0,16.7,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-13,24,1.15,-57.1,0,0,1.74,3.94,48.6,0.34,2.3,0,0,49.5,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-14,1,0.99,-54.1,0,0,1.69,3.91,58.2,0.27,1.4,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-14,2,1.31,-52.7,0,0,1.65,3.9,37.9,0.55,1.95,0,0,57.2,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-14,3,1.25,-54.2,0,0,1.63,3.9,40.3,0.49,2.75,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-14,4,1.46,-55.6,0,0,1.61,3.86,39.4,0.68,3.11,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-14,5,0.82,-54.2,0,0,1.58,3.8,32.7,0.29,2.7,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-14,6,0.21,-42.9,0,0,1.5,3.8,46,-0.18,1.85,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-14,7,0.35,-31.8,0,0,1.41,3.8,42.2,-0.06,1.79,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-14,8,0.37,-27,0,0,1.35,3.71,44.4,-0.01,1.64,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-14,9,0.38,5.5,0,48.4,1.31,3.69,39,-0.01,1.25,6.2,22.1,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-14,10,1.71,86.5,0.2,135.4,1.35,3.69,54.2,1.1,1.92,34.4,99.9,54.8,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-14,11,3.37,135.8,0,233.9,1.53,3.71,54.1,2.23,2.6,56.6,190,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-14,12,4.27,166.8,0,303.2,1.79,3.68,40.7,2.74,3.22,70,250.5,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-14,13,4.35,173.3,0,310.7,2.09,3.69,24.3,2.9,2.7,70.3,268.8,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-14,14,4.61,146.7,0,269.6,2.31,3.69,14.8,3.16,2.54,57,245.1,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-14,15,4.82,85.4,0,188.2,2.42,3.67,33,3.28,3.7,32.5,176.6,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-14,16,4.54,-5.6,0,84,2.49,3.67,35.4,3.09,3.7,9,71.8,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-14,17,4,-29.5,0,4.3,2.41,3.64,43.4,2.52,3.57,0.1,3.5,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-14,18,4.29,-8.9,0,0,2.49,3.65,46.6,2.73,3.61,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-14,19,4.36,-10.9,0,0,2.61,3.67,49.8,2.81,4.31,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-14,20,4.21,-13.1,0,0,2.67,3.68,52.7,2.67,3.83,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-14,21,3.89,-16.6,0,0,2.7,3.7,56.7,2.35,4.45,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-14,22,3.29,-7.6,0,0,2.65,3.69,61.9,1.84,3.73,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-14,23,2.8,-8,0,0,2.64,3.69,77.1,1.5,2.94,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-14,24,2.33,-12,0,0,2.64,3.72,68.5,1.05,3.65,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-15,1,1.69,-24.2,0,0,2.54,3.74,70.5,0.58,3.17,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-15,2,1.29,-24.7,0,0,2.4,3.71,61,0.21,3.03,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-15,3,1.23,-12.1,0,0,2.29,3.7,64.2,0.21,3.23,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-15,4,1.07,-11.2,0,0,2.22,3.71,62.2,0.1,3.3,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-15,5,0.97,-7.8,0,0,2.22,3.72,65.1,0.01,3.2,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-15,6,1.1,-7.3,0,0,2.18,3.72,54.8,0.15,2.91,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-15,7,1.29,-9.3,0,0,2.19,3.73,62.4,0.31,3.12,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-15,8,1.3,-9.6,0,0.1,2.19,3.72,56,0.31,2.82,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-15,9,1.03,-14.8,0,16.1,2.16,3.7,50.5,0.12,2.64,3.5,15.4,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-15,10,1.01,20.6,0,67.4,2.14,3.69,53,0.1,3.27,15,63,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-15,11,1.33,42.2,0,86.4,2.28,3.68,54.8,0.39,2.84,18.7,80.2,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-15,12,2.04,86.1,0,175.3,2.5,3.67,68.5,0.91,3.44,39.9,158.5,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-15,13,2.97,153.7,0,287.5,2.65,3.7,64.5,1.56,3,66.5,256.8,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-15,14,3.32,135.7,0,262.5,2.68,3.68,56.4,1.67,3.5,56.8,240.1,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-15,15,3.4,76.5,0,187.4,2.64,3.71,63.3,1.71,2.99,33.6,170.7,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-15,16,2.67,-7.4,0,85.2,2.54,3.71,71.6,1.01,2.97,10.8,70.3,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-15,17,1.39,-55.5,0,3.6,2.32,3.65,70.1,0.15,2.42,0.4,4.1,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-15,18,0.81,-41.4,0,0,2.12,3.69,76.6,-0.08,2.09,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-15,19,-0.23,-58.1,0,0,1.95,3.68,79,-0.83,1.55,0,0,23.3,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-15,20,-0.93,-47.4,0,0,1.73,3.66,93.1,-1.5,1.31,0,0,52.3,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-15,21,-1.58,-40.5,0,0,1.58,3.64,98.9,-1.08,0.9,0,0,23.3,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-15,22,-1.94,-41.5,0,0,1.43,3.64,107.6,-2.62,1.18,0,0,0.3,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-15,23,-2.06,-42.1,0,0,1.36,3.66,125.4,-2.86,1.04,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-15,24,-2.55,-38.6,0,0,1.32,3.65,97.5,-3.22,0.71,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-16,1,-2.97,-34.9,0,0,1.27,3.67,84.2,-3.49,0.63,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-16,2,-3.47,-27.7,0,0,1.18,3.59,71.6,-3.83,0.24,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-16,3,-4.07,-23.5,0,0,1.1,3.57,74.8,-4.17,0.1,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-16,4,-4.57,-20.2,0,0,1.09,3.51,35.8,-4.56,0.07,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-16,5,-4.4,-14.7,0,0,1,3.44,349.5,-4.5,0.41,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-16,6,-4.3,-15.2,0,0,0.92,3.42,26.8,-4.6,0.78,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-16,7,-4.38,-16.8,0,0,0.9,3.41,14.5,-4.67,0.47,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-16,8,-4.13,-15.9,0,0,0.81,3.38,7.3,-4.48,0.94,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-16,9,-3.48,5.9,0,38.7,0.79,3.33,51.8,-3.91,0.66,5.9,17.3,5.7,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-16,10,-1.96,66.9,0,175,0.8,3.31,54.5,-2.64,1.08,32.4,85.3,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-16,11,-0.79,136.8,0,280.9,0.87,3.35,82.6,-1.63,1.04,54.9,169.9,28.7,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-16,12,0.43,191.3,0,330.1,0.87,3.24,89.8,-0.73,1.48,66.1,232.7,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-16,13,1.16,164,0,314.9,0.84,3.19,92.5,-0.24,1.98,66.4,252.9,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-16,14,1.6,128.6,0,250.5,0.88,3.19,91.4,-0.06,1.99,53,221.5,0,NA,NA,NA,NA,NA,2001
